# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
150.184331;22.863911;6.017540;3.291162;0.349391;5.060559;1.065654
150.384310;22.669665;5.981973;3.351372;0.262859;5.102497;1.385539
150.584290;22.473274;5.935220;3.396739;0.188674;5.156514;1.719671
150.784269;22.275368;5.879969;3.428736;0.124291;5.222780;2.058003
150.984248;22.076578;5.818908;3.448482;0.066531;5.300995;2.296739
151.184227;21.877534;5.754725;3.456673;0.012104;5.386942;2.520357
151.384206;21.678867;5.690106;3.453553;-0.042286;5.479707;2.740771
151.584185;21.481008;5.627679;3.439012;-0.090954;5.578833;2.953087
151.784164;21.283339;5.569063;3.420967;-0.083875;5.683704;3.150160
151.984144;21.087003;5.514493;3.404691;-0.075670;5.793481;3.322497
152.184123;20.891786;5.463445;3.390336;-0.066450;5.907054;3.459054
152.384102;20.697474;5.415395;3.378031;-0.056349;6.023019;3.550031
152.584081;20.503856;5.369818;3.367888;-0.045519;6.139758;3.619924
152.784060;20.310717;5.326190;3.359994;-0.034123;6.256552;3.689915
152.984039;20.117844;5.283987;3.354416;-0.022332;6.373402;3.673677
153.184018;19.925024;5.242684;3.351194;-0.010323;6.487648;3.584126
153.383998;19.732044;5.201758;3.350347;0.001730;6.597202;3.434211
153.583977;19.538670;5.160679;3.351832;0.011233;6.700494;3.233934
153.783956;19.344672;5.119073;3.353802;0.008636;6.796326;3.028360
153.983935;19.150190;5.077014;3.355266;0.006089;6.884858;2.824868
154.183914;18.955278;5.034614;3.356230;0.003583;6.966427;2.623272
154.383893;18.759994;4.991987;3.356698;0.001108;7.041328;2.423489
154.583872;18.564394;4.949245;3.356674;-0.001344;7.109824;2.225506
154.783851;18.368535;4.906502;3.356160;-0.003783;7.172148;2.029357
154.983831;18.172473;4.863870;3.355156;-0.006218;7.228510;1.835108
155.183810;17.976266;4.821464;3.353664;-0.008656;7.279102;1.642851
155.383789;17.779968;4.779394;3.351680;-0.011108;7.324097;1.452689
155.583768;17.583696;4.737787;3.349235;-0.012075;7.363655;1.264738
155.783747;17.387663;4.696702;3.347304;-0.007200;7.397922;1.079118
155.983726;17.191676;4.655921;3.346352;-0.002310;7.427036;0.895955
156.183705;16.995763;4.615249;3.346380;0.002592;7.451121;0.715375
156.383685;16.799952;4.574493;3.347390;0.007504;7.470296;0.537506
156.583664;16.604271;4.533457;3.349381;0.012422;7.484671;0.362474
156.783643;16.408748;4.491948;3.352356;0.017344;7.494350;0.190405
156.983622;16.213411;4.449770;3.356314;0.022265;7.499429;0.021420
157.183601;16.018287;4.406728;3.361254;0.027182;7.500000;0.000000
157.383580;15.823406;4.362629;3.367176;0.032090;7.500000;0.000000
157.583559;15.628805;4.317280;3.374027;0.034774;7.500000;0.000000
157.783539;15.434515;4.270608;3.380496;0.029978;7.500000;0.000000
157.983518;15.240465;4.222763;3.386008;0.025186;7.500000;0.000000
158.183497;15.046615;4.173931;3.390564;0.020400;7.500000;0.000000
158.383476;14.852923;4.124298;3.394165;0.015620;7.500000;0.000000
158.583455;14.659348;4.074049;3.396812;0.010847;7.500000;0.000000
158.783434;14.465849;4.023372;3.398505;0.006080;7.500000;0.000000
158.983413;14.272384;3.972452;3.399244;0.001316;7.500000;0.000000
159.183392;14.078912;3.921476;3.399031;-0.003444;7.500000;0.000000
159.383372;13.885392;3.870630;3.397866;-0.008204;7.500000;0.000000
159.583351;13.691789;3.820102;3.395774;-0.011954;7.500000;0.000000
159.783330;13.498089;3.770031;3.393311;-0.012658;7.500000;0.000000
159.983309;13.304269;3.720452;3.390708;-0.013364;7.500000;0.000000
160.183288;13.110329;3.671394;3.387964;-0.014072;7.500000;0.000000
160.383267;12.916269;3.622887;3.385078;-0.014782;7.500000;0.000000
160.583246;12.722089;3.574959;3.382051;-0.015493;7.500000;0.000000
160.783226;12.527789;3.527640;3.378881;-0.016208;7.500000;0.000000
160.983205;12.333371;3.480959;3.375569;-0.016924;7.500000;0.000000
161.183184;12.138833;3.434946;3.372114;-0.017643;7.500000;0.000000
161.383163;11.944176;3.389628;3.368516;-0.018365;7.500000;0.000000
161.583142;11.749328;3.345018;3.364806;-0.017842;7.500000;0.000000
161.783121;11.554174;3.301058;3.361630;-0.013912;7.500000;0.000000
161.983100;11.358935;3.257650;3.359240;-0.009977;7.500000;0.000000
162.183080;11.163637;3.214637;3.357639;-0.006037;7.500000;0.000000
162.383059;10.968305;3.171864;3.356826;-0.002094;7.500000;0.000000
162.583038;10.772968;3.129175;3.356802;0.001850;7.500000;0.000000
162.783017;10.577649;3.086415;3.357566;0.005795;7.500000;0.000000
162.982996;10.382378;3.043428;3.359119;0.009738;7.500000;0.000000
163.182975;10.187178;3.000058;3.361460;0.013678;7.500000;0.000000
163.382954;9.992078;2.956149;3.364589;0.017614;7.500000;0.000000
163.582933;9.797152;2.911560;3.368441;0.019456;7.500000;0.000000
163.782913;9.602476;2.866246;3.372031;0.016463;7.500000;0.000000
163.982892;9.407916;2.820284;3.375023;0.013474;7.500000;0.000000
164.182871;9.213447;2.773790;3.377419;0.010488;7.500000;0.000000
164.382850;9.019050;2.726881;3.379218;0.007505;7.500000;0.000000
164.582829;8.824701;2.679676;3.380421;0.004525;7.500000;0.000000
164.782808;8.630379;2.632291;3.381028;0.001547;7.500000;0.000000
164.982787;8.436062;2.584843;3.381039;-0.001431;7.500000;0.000000
165.182767;8.241727;2.537450;3.380455;-0.004408;7.500000;0.000000
165.382746;8.047353;2.490229;3.379276;-0.007386;7.500000;0.000000
165.582725;7.852906;2.443293;3.377535;-0.009304;7.500000;0.000000
165.782704;7.658362;2.396710;3.375702;-0.009027;7.500000;0.000000
165.982683;7.463746;2.350482;3.373924;-0.008751;7.500000;0.000000
166.182662;7.269064;2.304597;3.372201;-0.008475;7.500000;0.000000
166.382641;7.074319;2.259046;3.370533;-0.008199;7.500000;0.000000
166.582621;6.879514;2.213818;3.368921;-0.007923;7.500000;0.000000
166.782600;6.684655;2.168902;3.367364;-0.007647;7.500000;0.000000
166.982579;6.489744;2.124289;3.365863;-0.007371;7.500000;0.000000
167.182558;6.294787;2.079967;3.364417;-0.007096;7.500000;0.000000
167.382537;6.099786;2.035926;3.363026;-0.006820;7.500000;0.000000
167.582516;5.904687;1.992142;3.361690;-0.006532;7.500000;0.000000
167.782495;5.709443;1.948593;3.360415;-0.006221;7.500000;0.000000
167.982474;5.514164;1.905292;3.359201;-0.005910;7.500000;0.000000
168.182454;5.318851;1.862226;3.358050;-0.005599;7.500000;0.000000
168.382433;5.123506;1.819381;3.356962;-0.005287;7.500000;0.000000
168.582412;4.928130;1.776746;3.355936;-0.004975;7.500000;0.000000
168.782391;4.732724;1.734309;3.354972;-0.004663;7.500000;0.000000
168.982370;4.537289;1.692055;3.354071;-0.004351;7.500000;0.000000
169.182349;4.341826;1.649974;3.353232;-0.004038;7.500000;0.000000
169.382328;4.146338;1.608053;3.352456;-0.003725;7.500000;0.000000
169.582308;3.950800;1.566273;3.351740;-0.003492;7.500000;0.000000
169.782287;3.755199;1.524622;3.351052;-0.003385;7.500000;0.000000
169.982266;3.559575;1.483106;3.350386;-0.003278;7.500000;0.000000
170.182245;3.363926;1.441718;3.349741;-0.003171;7.500000;0.000000
170.382224;3.168253;1.400454;3.349117;-0.003064;7.500000;0.000000
170.582203;2.972555;1.359311;3.348515;-0.002957;7.500000;0.000000
170.782182;2.776834;1.318283;3.347934;-0.002850;7.500000;0.000000
170.982162;2.581089;1.277367;3.347375;-0.002743;7.500000;0.000000
171.182141;2.385320;1.236558;3.346837;-0.002636;7.500000;0.000000
171.382120;2.189527;1.195852;3.346321;-0.002529;7.500000;0.000000
171.582099;1.993711;1.155244;3.345834;-0.002230;7.500000;0.000000
171.782078;1.797876;1.114723;3.345443;-0.001675;7.500000;0.000000
171.982057;1.602025;1.074266;3.345164;-0.001120;7.500000;0.000000
172.182036;1.406164;1.033854;3.344996;-0.000564;7.500000;0.000000
172.382015;1.210298;0.993463;3.344938;-0.000009;7.500000;0.000000
172.581995;1.014435;0.953073;3.344992;0.000546;7.500000;0.000000
172.781974;0.818579;0.912663;3.345157;0.001102;7.500000;0.000000
172.981953;0.622736;0.872210;3.345433;0.001657;7.500000;0.000000
173.181932;0.426912;0.831693;3.345820;0.002213;7.500000;0.000000
173.381911;0.231113;0.791091;3.346318;0.002769;7.500000;0.000000
173.581890;0.035354;0.750386;3.346901;0.002760;7.500000;0.000000
173.781869;-0.160363;0.709577;3.347386;0.002099;7.500000;0.000000
173.981849;-0.356063;0.668687;3.347740;0.001437;7.500000;0.000000
174.181828;-0.551756;0.627739;3.347961;0.000775;7.500000;0.000000
174.381807;-0.747452;0.586759;3.348050;0.000114;7.500000;0.000000
174.581786;-0.943163;0.545771;3.348006;-0.000548;7.500000;0.000000
174.781765;-1.138898;0.504801;3.347831;-0.001209;7.500000;0.000000
174.981744;-1.334670;0.463872;3.347523;-0.001869;7.500000;0.000000
175.181723;-1.530488;0.423010;3.347083;-0.002529;7.500000;0.000000
175.381703;-1.726363;0.382240;3.346511;-0.003188;7.500000;0.000000
175.581682;-1.922217;0.341603;3.345838;-0.003248;7.500000;0.000000
175.781661;-2.118049;0.301102;3.345242;-0.002713;7.500000;0.000000
175.981640;-2.313932;0.260702;3.344752;-0.002180;7.500000;0.000000
176.181619;-2.509849;0.220383;3.344370;-0.001647;7.500000;0.000000
176.381598;-2.705786;0.180128;3.344093;-0.001114;7.500000;0.000000
176.581577;-2.901728;0.139918;3.343924;-0.000582;7.500000;0.000000
176.781556;-3.097659;0.099733;3.343861;-0.000050;7.500000;0.000000
176.981536;-3.293563;0.059556;3.343904;0.000483;7.500000;0.000000
177.181515;-3.489427;0.019367;3.344054;0.001016;7.500000;0.000000
177.381494;-3.685233;-0.020851;3.344310;0.001550;7.500000;0.000000
177.581473;-3.881076;-0.061141;3.344702;0.002620;7.500000;0.000000
177.781452;-4.076937;-0.101542;3.345381;0.004167;7.500000;0.000000
177.981431;-4.272723;-0.142098;3.346368;0.005714;7.500000;0.000000
178.181410;-4.468437;-0.182873;3.347665;0.007261;7.500000;0.000000
178.381390;-4.664081;-0.223929;3.349271;0.008805;7.500000;0.000000
178.581369;-4.859659;-0.265331;3.351186;0.010347;7.500000;0.000000
178.781348;-5.055172;-0.307142;3.353408;0.011884;7.500000;0.000000
178.981327;-5.250624;-0.349425;3.355938;0.013415;7.500000;0.000000
179.181306;-5.446018;-0.392245;3.358774;0.014940;7.500000;0.000000
179.381285;-5.641355;-0.435666;3.361915;0.016457;7.500000;0.000000
179.581264;-5.836383;-0.479685;3.365200;0.015206;7.500000;0.000000
179.781244;-6.031171;-0.524270;3.367904;0.011860;7.500000;0.000000
179.981223;-6.225930;-0.569335;3.369941;0.008524;7.500000;0.000000
180.181202;-6.420674;-0.614746;3.371313;0.005196;7.500000;0.000000
180.381181;-6.615417;-0.660370;3.372020;0.001874;7.500000;0.000000
180.581160;-6.810174;-0.706075;3.372063;-0.001445;7.500000;0.000000
180.781139;-7.004958;-0.751727;3.371442;-0.004763;7.500000;0.000000
180.981118;-7.199784;-0.797192;3.370157;-0.008083;7.500000;0.000000
181.181097;-7.394667;-0.842339;3.368208;-0.011407;7.500000;0.000000
181.381077;-7.589620;-0.887033;3.365593;-0.014737;7.500000;0.000000
181.581056;-7.784762;-0.931173;3.362472;-0.015319;7.500000;0.000000
181.781035;-7.980066;-0.974722;3.359546;-0.013924;7.500000;0.000000
181.981014;-8.175448;-1.017717;3.356900;-0.012527;7.500000;0.000000
182.180993;-8.370900;-1.060215;3.354534;-0.011127;7.500000;0.000000
182.380972;-8.566415;-1.102271;3.352449;-0.009724;7.500000;0.000000
182.580951;-8.761983;-1.143941;3.350645;-0.008320;7.500000;0.000000
182.780931;-8.957597;-1.185280;3.349122;-0.006915;7.500000;0.000000
182.980910;-9.153249;-1.226345;3.347880;-0.005508;7.500000;0.000000
183.180889;-9.348931;-1.267192;3.346920;-0.004100;7.500000;0.000000
183.380868;-9.544634;-1.307876;3.346241;-0.002691;7.500000;0.000000
183.580847;-9.740432;-1.348471;3.345897;-0.000403;7.500000;0.000000
183.780826;-9.936278;-1.389061;3.346103;0.002454;7.500000;0.000000
183.980805;-10.132096;-1.429745;3.346879;0.005313;7.500000;0.000000
184.180785;-10.327863;-1.470635;3.348228;0.008171;7.500000;0.000000
184.380764;-10.523553;-1.511844;3.350148;0.011031;7.500000;0.000000
184.580743;-10.719143;-1.553482;3.352640;0.013891;7.500000;0.000000
184.780722;-10.914610;-1.595662;3.355703;0.016751;7.500000;0.000000
184.980701;-11.109928;-1.638495;3.359339;0.019612;7.500000;0.000000
185.180680;-11.305075;-1.682093;3.363546;0.022471;7.500000;0.000000
185.380659;-11.500025;-1.726567;3.368325;0.025328;7.500000;0.000000
185.580638;-11.694733;-1.772010;3.373326;0.022726;7.500000;0.000000
185.780618;-11.889232;-1.818335;3.377301;0.017033;7.500000;0.000000
185.980597;-12.083586;-1.865324;3.380138;0.011342;7.500000;0.000000
186.180576;-12.277847;-1.912758;3.381837;0.005654;7.500000;0.000000
186.380555;-12.472066;-1.960414;3.382399;-0.000033;7.500000;0.000000
186.580534;-12.666293;-2.008072;3.381824;-0.005719;7.500000;0.000000
186.780513;-12.860581;-2.055508;3.380112;-0.011403;7.500000;0.000000
186.980492;-13.054980;-2.102502;3.377263;-0.017088;7.500000;0.000000
187.180472;-13.249542;-2.148832;3.373277;-0.022772;7.500000;0.000000
187.380451;-13.444318;-2.194277;3.368154;-0.028454;7.500000;0.000000
187.580430;-13.639292;-2.238621;3.362374;-0.026983;7.500000;0.000000
187.780409;-13.834486;-2.281912;3.357482;-0.021949;7.500000;0.000000
187.980388;-14.029885;-2.324350;3.353596;-0.016917;7.500000;0.000000
188.180367;-14.225443;-2.366129;3.350716;-0.011889;7.500000;0.000000
188.380346;-14.421114;-2.407447;3.348841;-0.006862;7.500000;0.000000
188.580326;-14.616852;-2.448499;3.347971;-0.001838;7.500000;0.000000
188.780305;-14.812612;-2.489479;3.348106;0.003185;7.500000;0.000000
188.980284;-15.008346;-2.530585;3.349245;0.008208;7.500000;0.000000
189.180263;-15.204009;-2.572011;3.351389;0.013233;7.500000;0.000000
189.380242;-15.399556;-2.613954;3.354538;0.018259;7.500000;0.000000
189.580221;-15.594986;-2.656600;3.358296;0.017543;7.500000;0.000000
189.780200;-15.790277;-2.699932;3.361478;0.014269;7.500000;0.000000
189.980179;-15.985434;-2.743820;3.364005;0.010995;7.500000;0.000000
190.180159;-16.180483;-2.788134;3.365877;0.007721;7.500000;0.000000
190.380138;-16.375450;-2.832746;3.367093;0.004446;7.500000;0.000000
190.580117;-16.570361;-2.877528;3.367655;0.001169;7.500000;0.000000
190.780096;-16.765240;-2.922350;3.367561;-0.002108;7.500000;0.000000
190.980075;-16.960115;-2.967085;3.366811;-0.005388;7.500000;0.000000
191.180054;-17.155010;-3.011604;3.365406;-0.008671;7.500000;0.000000
191.380033;-17.349953;-3.055778;3.363345;-0.011957;7.500000;0.000000
191.580013;-17.545114;-3.099524;3.360864;-0.011915;7.500000;0.000000
191.779992;-17.740409;-3.142811;3.358615;-0.010575;7.500000;0.000000
191.979971;-17.935769;-3.185679;3.356634;-0.009233;7.500000;0.000000
192.179950;-18.131189;-3.228183;3.354922;-0.007889;7.500000;0.000000
192.379929;-18.326659;-3.270374;3.353479;-0.006544;7.500000;0.000000
192.579908;-18.522173;-3.312307;3.352304;-0.005199;7.500000;0.000000
192.779887;-18.717722;-3.354036;3.351400;-0.003852;7.500000;0.000000
192.979867;-18.913300;-3.395613;3.350764;-0.002505;7.500000;0.000000
193.179846;-19.108897;-3.437091;3.350398;-0.001158;7.500000;0.000000
193.379825;-19.304507;-3.478525;3.350301;0.000189;7.500000;0.000000
193.579804;-19.500078;-3.519954;3.350386;0.000387;7.500000;0.000000
193.779783;-19.695641;-3.561397;3.350447;0.000217;7.500000;0.000000
193.979762;-19.891214;-3.602851;3.350473;0.000048;7.500000;0.000000
194.179741;-20.086801;-3.644310;3.350466;-0.000122;7.500000;0.000000
194.379720;-20.282408;-3.685768;3.350424;-0.000291;7.500000;0.000000
194.579700;-20.478038;-3.727219;3.350349;-0.000460;7.500000;0.000000
194.779679;-20.673695;-3.768657;3.350241;-0.000629;7.500000;0.000000
194.979658;-20.869385;-3.810076;3.350098;-0.000798;7.500000;0.000000
195.179637;-21.065111;-3.851471;3.349921;-0.000966;7.500000;0.000000
195.379616;-21.260877;-3.892834;3.349711;-0.001135;7.500000;0.000000
195.579595;-21.456468;-3.934115;3.349500;-0.000894;7.500000;0.000000
195.779574;-21.652043;-3.975357;3.349356;-0.000546;7.500000;0.000000
195.979554;-21.847656;-4.016585;3.349282;-0.000199;7.500000;0.000000
196.179533;-22.043300;-4.057811;3.349276;0.000148;7.500000;0.000000
196.379512;-22.238970;-4.099048;3.349341;0.000495;7.500000;0.000000
196.579491;-22.434663;-4.140311;3.349474;0.000841;7.500000;0.000000
196.779470;-22.630373;-4.181611;3.349677;0.001188;7.500000;0.000000
196.979449;-22.826095;-4.222962;3.349950;0.001534;7.500000;0.000000
197.179428;-23.021824;-4.264378;3.350291;0.001880;7.500000;0.000000
197.379408;-23.217555;-4.305871;3.350702;0.002226;7.500000;0.000000
197.579387;-23.413152;-4.347426;3.351161;0.002322;7.500000;0.000000
197.779366;-23.608714;-4.389068;3.351629;0.002361;7.500000;0.000000
197.979345;-23.804268;-4.430805;3.352105;0.002400;7.500000;0.000000
198.179324;-23.999814;-4.472638;3.352589;0.002439;7.500000;0.000000
198.379303;-24.195348;-4.514569;3.353081;0.002478;7.500000;0.000000
198.579282;-24.390870;-4.556598;3.353580;0.002517;7.500000;0.000000
198.779261;-24.586377;-4.598727;3.354088;0.002557;7.500000;0.000000
198.979241;-24.781867;-4.640957;3.354603;0.002596;7.500000;0.000000
199.179220;-24.977339;-4.683289;3.355126;0.002635;7.500000;0.000000
199.379199;-25.172790;-4.725725;3.355657;0.002675;7.500000;0.000000
199.579178;-25.368210;-4.768261;3.356156;0.002231;7.500000;0.000000
199.779157;-25.563607;-4.810884;3.356548;0.001686;7.500000;0.000000
199.979136;-25.758989;-4.853572;3.356830;0.001141;7.500000;0.000000
200.179115;-25.954359;-4.896304;3.357004;0.000596;7.500000;0.000000
200.379095;-26.149720;-4.939059;3.357069;0.000051;7.500000;0.000000
200.579074;-26.345077;-4.981815;3.357024;-0.000494;7.500000;0.000000
200.779053;-26.540434;-5.024550;3.356871;-0.001039;7.500000;0.000000
200.979032;-26.735794;-5.067244;3.356609;-0.001584;7.500000;0.000000
201.179011;-26.931161;-5.109874;3.356238;-0.002129;7.500000;0.000000
201.378990;-27.126538;-5.152420;3.355757;-0.002675;7.500000;0.000000
201.578969;-27.322048;-5.194890;3.355259;-0.002133;7.500000;0.000000
201.778949;-27.517585;-5.237279;3.354907;-0.001384;7.500000;0.000000
201.978928;-27.713119;-5.279610;3.354705;-0.000634;7.500000;0.000000
202.178907;-27.908637;-5.321912;3.354653;0.000116;7.500000;0.000000
202.378886;-28.104129;-5.364213;3.354751;0.000866;7.500000;0.000000
202.578865;-28.299585;-5.406542;3.355000;0.001617;7.500000;0.000000
202.778844;-28.494993;-5.448926;3.355398;0.002369;7.500000;0.000000
202.978823;-28.690343;-5.491395;3.355947;0.003122;7.500000;0.000000
203.178802;-28.885624;-5.533976;3.356646;0.003876;7.500000;0.000000
203.378782;-29.080826;-5.576699;3.357496;0.004631;7.500000;0.000000
203.578761;-29.276176;-5.619628;3.358232;0.002291;7.500000;0.000000
203.778740;-29.471503;-5.662646;3.358405;-0.000561;7.500000;0.000000
203.978719;-29.666801;-5.705634;3.358008;-0.003415;7.500000;0.000000
204.178698;-29.862106;-5.748484;3.357039;-0.006270;7.500000;0.000000
204.378677;-30.057450;-5.791086;3.355500;-0.009125;7.500000;0.000000
204.578656;-30.252869;-5.833331;3.353391;-0.011978;7.500000;0.000000
204.778636;-30.448397;-5.875109;3.350711;-0.014828;7.500000;0.000000
204.978615;-30.644068;-5.916312;3.347461;-0.017672;7.500000;0.000000
205.178594;-30.839916;-5.956830;3.343643;-0.020510;7.500000;0.000000
205.378573;-31.035976;-5.996554;3.339257;-0.023338;7.500000;0.000000
205.578552;-31.232010;-6.035348;3.334759;-0.021134;7.500000;0.000000
205.778531;-31.428234;-6.073320;3.330816;-0.018331;7.500000;0.000000
205.978510;-31.624649;-6.110582;3.327431;-0.015534;7.500000;0.000000
206.178490;-31.821224;-6.147243;3.324604;-0.012743;7.500000;0.000000
206.378469;-32.017929;-6.183409;3.322334;-0.009957;7.500000;0.000000
206.578448;-32.214733;-6.219188;3.320620;-0.007175;7.500000;0.000000
206.778427;-32.411605;-6.254688;3.319463;-0.004396;7.500000;0.000000
206.978406;-32.608515;-6.290016;3.318861;-0.001618;7.500000;0.000000
207.178385;-32.805431;-6.325279;3.318815;0.001159;7.500000;0.000000
207.378364;-33.002324;-6.360586;3.319325;0.003938;7.500000;0.000000
207.578343;-33.199274;-6.396058;3.320325;0.005986;7.500000;0.000000
207.778323;-33.396162;-6.431763;3.321720;0.007963;7.500000;0.000000
207.978302;-33.592962;-6.467776;3.323511;0.009942;7.500000;0.000000
208.178281;-33.789657;-6.504174;3.325698;0.011923;7.500000;0.000000
208.378260;-33.986230;-6.541035;3.328281;0.013906;7.500000;0.000000
208.578239;-34.182666;-6.578436;3.331261;0.015891;7.500000;0.000000
208.778218;-34.378947;-6.616454;3.334636;0.017878;7.500000;0.000000
208.978197;-34.575058;-6.655167;3.338409;0.019866;7.500000;0.000000
209.178177;-34.770982;-6.694652;3.342578;0.021856;7.500000;0.000000
209.378156;-34.966702;-6.734986;3.347144;0.023845;7.500000;0.000000
209.578135;-35.162327;-6.776247;3.351698;0.021426;7.500000;0.000000
209.778114;-35.357766;-6.818344;3.355709;0.018697;7.500000;0.000000
209.978093;-35.553044;-6.861171;3.359174;0.015963;7.500000;0.000000
210.178072;-35.748189;-6.904622;3.362092;0.013228;7.500000;0.000000
210.378051;-35.943232;-6.948592;3.364463;0.010491;7.500000;0.000000
210.578031;-36.138203;-6.992976;3.366287;0.007754;7.500000;0.000000
210.778010;-36.333133;-7.037668;3.367564;0.005018;7.500000;0.000000
210.977989;-36.528053;-7.082564;3.368295;0.002284;7.500000;0.000000
211.177968;-36.722991;-7.127558;3.368478;-0.000447;7.500000;0.000000
211.377947;-36.917979;-7.172545;3.368116;-0.003175;7.500000;0.000000
211.577926;-37.112838;-7.217392;3.367509;-0.002790;7.500000;0.000000
211.777905;-37.307754;-7.262138;3.367000;-0.002297;7.500000;0.000000
211.977884;-37.502719;-7.306800;3.366590;-0.001805;7.500000;0.000000
212.177864;-37.697715;-7.351396;3.366278;-0.001314;7.500000;0.000000
212.377843;-37.892726;-7.395941;3.366064;-0.000823;7.500000;0.000000
212.577822;-38.087735;-7.440452;3.365949;-0.000332;7.500000;0.000000
212.777801;-38.282727;-7.484945;3.365931;0.000159;7.500000;0.000000
212.977780;-38.477683;-7.529437;3.366012;0.000650;7.500000;0.000000
213.177759;-38.672587;-7.573943;3.366191;0.001142;7.500000;0.000000
213.377738;-38.867424;-7.618481;3.366469;0.001636;7.500000;0.000000
213.577718;-39.062444;-7.663114;3.366643;0.000077;7.500000;0.000000
213.777697;-39.257410;-7.707738;3.366500;-0.001512;7.500000;0.000000
213.977676;-39.452348;-7.752294;3.366039;-0.003102;7.500000;0.000000
214.177655;-39.647284;-7.796721;3.365259;-0.004692;7.500000;0.000000
214.377634;-39.842247;-7.840963;3.364162;-0.006282;7.500000;0.000000
214.577613;-40.037265;-7.884960;3.362748;-0.007870;7.500000;0.000000
214.777592;-40.232367;-7.928653;3.361016;-0.009455;7.500000;0.000000
214.977572;-40.427581;-7.971984;3.358967;-0.011035;7.500000;0.000000
215.177551;-40.622935;-8.014894;3.356602;-0.012611;7.500000;0.000000
215.377530;-40.818449;-8.057322;3.353923;-0.014052;7.500000;0.000000
215.577509;-41.013774;-8.099176;3.351593;-0.009275;7.500000;0.000000
215.777488;-41.209246;-8.140683;3.350216;-0.004508;7.500000;0.000000
215.977467;-41.404815;-8.182026;3.349791;0.000251;7.500000;0.000000
216.177446;-41.600435;-8.223390;3.350316;0.005004;7.500000;0.000000
216.377425;-41.796057;-8.264959;3.351792;0.009752;7.500000;0.000000
216.577405;-41.991634;-8.306917;3.354217;0.014497;7.500000;0.000000
216.777384;-42.187116;-8.349448;3.357592;0.019241;7.500000;0.000000
216.977363;-42.382457;-8.392737;3.361916;0.023984;7.500000;0.000000
217.177342;-42.577609;-8.436968;3.367190;0.028726;7.500000;0.000000
217.377321;-42.772528;-8.482325;3.373410;0.032807;7.500000;0.000000
217.577300;-42.967330;-8.528888;3.378553;0.018547;7.500000;0.000000
217.777279;-43.161953;-8.576174;3.380841;0.004297;7.500000;0.000000
217.977259;-43.356500;-8.623619;3.380274;-0.009964;7.500000;0.000000
218.177238;-43.551073;-8.670658;3.376849;-0.024256;7.500000;0.000000
218.377217;-43.745774;-8.716730;3.370563;-0.038598;7.500000;0.000000
218.577196;-43.940705;-8.761269;3.361406;-0.052997;7.500000;0.000000
218.777175;-44.135969;-8.803713;3.349373;-0.067450;7.500000;0.000000
218.977154;-44.331667;-8.843498;3.334457;-0.081930;7.500000;0.000000
219.177133;-44.527902;-8.880060;3.316659;-0.096388;7.500000;0.000000
219.377113;-44.724767;-8.912835;3.295993;-0.109731;7.500000;0.000000
219.577092;-44.922200;-8.941377;3.274462;-0.106123;7.500000;0.000000
219.777071;-45.120282;-8.965744;3.253643;-0.102514;7.500000;0.000000
219.977050;-45.318932;-8.986064;3.233531;-0.098922;7.500000;0.000000
220.177029;-45.518070;-9.002465;3.214121;-0.095360;7.500000;0.000000
220.377008;-45.717615;-9.015076;3.195407;-0.091842;7.500000;0.000000
220.576987;-45.917485;-9.024024;3.177380;-0.088376;7.500000;0.000000
220.776966;-46.117602;-9.029440;3.160029;-0.084972;7.500000;0.000000
220.976946;-46.317883;-9.031451;3.143345;-0.081636;7.500000;0.000000
221.176925;-46.518248;-9.030185;3.127316;-0.078372;7.500000;0.000000
221.376904;-46.718619;-9.025771;3.111925;-0.075836;7.500000;0.000000
221.576883;-46.918943;-9.018261;3.096112;-0.081945;7.500000;0.000000
221.776862;-47.119068;-9.007464;3.079067;-0.088172;7.500000;0.000000
221.976841;-47.318874;-8.993140;3.060770;-0.094516;7.500000;0.000000
222.176820;-47.518240;-8.975048;3.041206;-0.100967;7.500000;0.000000
222.376800;-47.717048;-8.952949;3.020356;-0.107509;7.500000;0.000000
222.576779;-47.915178;-8.926603;2.998207;-0.114121;7.500000;0.000000
222.776758;-48.112510;-8.895768;2.974750;-0.120771;7.500000;0.000000
222.976737;-48.308926;-8.860206;2.949978;-0.127418;7.500000;0.000000
223.176716;-48.504304;-8.819675;2.923894;-0.134011;7.500000;0.000000
223.376695;-48.698514;-8.773938;2.896515;-0.139392;7.500000;0.000000
223.576674;-48.891340;-8.722895;2.869324;-0.133241;7.500000;0.000000
223.776654;-49.082860;-8.666709;2.843342;-0.127109;7.500000;0.000000
223.976633;-49.273035;-8.605635;2.818560;-0.121038;7.500000;0.000000
224.176612;-49.461826;-8.539928;2.794963;-0.115064;7.500000;0.000000
224.376591;-49.649194;-8.469842;2.772532;-0.109213;7.500000;-0.089917
224.576570;-49.835099;-8.395632;2.751245;-0.103501;7.497602;-0.181468
224.776549;-50.019504;-8.317553;2.731077;-0.097943;7.492760;-0.264879
224.976528;-50.202368;-8.235860;2.712004;-0.092544;7.485687;-0.339169
225.176507;-50.383653;-8.150807;2.693999;-0.087307;7.476621;-0.403334
225.376487;-50.563354;-8.062632;2.677025;-0.083099;7.465825;-0.456363
225.576466;-50.741693;-7.971362;2.659980;-0.087072;7.453591;-0.497258
