# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
74.592218;21.270484;18.970511;-0.985433;0.001191;7.500000;0.000000
74.792197;21.380991;18.803846;-0.985155;0.001587;7.500000;0.000000
74.992176;21.491553;18.637213;-0.984798;0.001983;7.500000;0.000000
75.192155;21.602183;18.470622;-0.984362;0.002379;7.500000;0.000000
75.392134;21.712895;18.304079;-0.983847;0.002774;7.500000;0.000000
75.592114;21.823702;18.137593;-0.983253;0.003170;7.500000;0.000000
75.792093;21.934618;17.971173;-0.982579;0.003566;7.500000;0.000000
75.992072;22.045653;17.804824;-0.981930;0.002405;7.500000;0.000000
76.192051;22.156769;17.638524;-0.981644;0.000455;7.500000;0.000000
76.392030;22.267901;17.472233;-0.981747;-0.001494;7.500000;0.000000
76.592009;22.378983;17.305911;-0.982241;-0.003443;7.500000;0.000000
76.791988;22.489947;17.139517;-0.983125;-0.005393;7.500000;0.000000
76.991967;22.600726;16.973011;-0.984399;-0.007344;7.500000;0.000000
77.191947;22.711253;16.806353;-0.986062;-0.009296;7.500000;0.000000
77.391926;22.821462;16.639503;-0.988116;-0.011249;7.500000;0.000000
77.591905;22.931285;16.472420;-0.990561;-0.013204;7.500000;0.000000
77.791884;23.040657;16.305065;-0.993396;-0.015160;7.500000;0.000000
77.991863;23.149561;16.137330;-0.996444;-0.014446;7.500000;0.000000
78.191842;23.257994;15.969263;-0.999133;-0.012444;7.500000;0.000000
78.391821;23.365999;15.800940;-1.001421;-0.010441;7.500000;0.000000
78.591801;23.473647;15.632400;-1.003309;-0.008436;7.500000;0.000000
78.791780;23.581006;15.463687;-1.004795;-0.006431;7.500000;0.000000
78.991759;23.688144;15.294841;-1.005881;-0.004425;7.500000;0.000000
79.191738;23.795131;15.125903;-1.006565;-0.002418;7.500000;0.000000
79.391717;23.902035;14.956917;-1.006848;-0.000412;7.500000;0.000000
79.591696;24.008924;14.787921;-1.006730;0.001595;7.500000;0.000000
79.791675;24.115868;14.618959;-1.006210;0.003601;7.500000;0.000000
79.991655;24.222930;14.450070;-1.005395;0.004075;7.500000;0.000000
80.191634;24.330131;14.281266;-1.004601;0.003868;7.500000;0.000000
80.391613;24.437465;14.112542;-1.003848;0.003662;7.500000;0.000000
80.591592;24.544923;13.943893;-1.003137;0.003455;7.500000;0.000000
80.791571;24.652500;13.775316;-1.002467;0.003248;7.500000;0.000000
80.991550;24.760188;13.606807;-1.001838;0.003042;7.500000;0.000000
81.191529;24.867980;13.438361;-1.001250;0.002835;7.500000;0.000000
81.391508;24.975869;13.269973;-1.000704;0.002629;7.500000;0.000000
81.591488;25.083848;13.101641;-1.000199;0.002422;7.500000;0.000000
81.791467;25.191910;12.933358;-0.999735;0.002216;7.500000;0.000000
81.991446;25.300038;12.765137;-0.999310;0.002035;7.500000;0.000000
82.191425;25.408231;12.596964;-0.998920;0.001866;7.500000;0.000000
82.391404;25.516489;12.428829;-0.998564;0.001696;7.500000;0.000000
82.591383;25.624804;12.260730;-0.998242;0.001526;7.500000;0.000000
82.791362;25.733173;12.092661;-0.997954;0.001357;7.500000;0.000000
82.991342;25.841588;11.924620;-0.997700;0.001187;7.500000;0.000000
83.191321;25.950045;11.756602;-0.997479;0.001017;7.500000;0.000000
83.391300;26.058537;11.588604;-0.997293;0.000847;7.500000;0.000000
83.591279;26.167059;11.420622;-0.997140;0.000678;7.500000;0.000000
83.791258;26.275605;11.252653;-0.997022;0.000508;7.500000;0.000000
83.991237;26.384172;11.084680;-0.997047;-0.001173;7.500000;0.000000
84.191216;26.492702;10.916676;-0.997506;-0.003423;7.500000;0.000000
84.391196;26.601115;10.748601;-0.998416;-0.005674;7.500000;0.000000
84.591175;26.709335;10.580407;-0.999776;-0.007926;7.500000;0.000000
84.791154;26.817283;10.412049;-1.001586;-0.010178;7.500000;0.000000
84.991133;26.924883;10.243480;-1.003847;-0.012432;7.500000;0.000000
85.191112;27.032058;10.074654;-1.006559;-0.014686;7.500000;0.000000
85.391091;27.138729;9.905525;-1.009721;-0.016942;7.500000;0.000000
85.591070;27.244820;9.736047;-1.013334;-0.019198;7.500000;0.000000
85.791049;27.350253;9.566173;-1.017398;-0.021455;7.500000;0.000000
85.991029;27.454993;9.395831;-1.021458;-0.017575;7.500000;0.000000
86.191008;27.559140;9.225114;-1.024372;-0.011572;7.500000;0.000000
86.390987;27.662889;9.054160;-1.026086;-0.005569;7.500000;0.000000
86.590966;27.766448;8.883092;-1.026600;0.000435;7.500000;0.000000
86.790945;27.870020;8.712034;-1.025912;0.006439;7.500000;0.000000
86.990924;27.973813;8.541109;-1.024024;0.012443;7.500000;0.000000
87.190903;28.078031;8.370443;-1.020936;0.018446;7.500000;0.000000
87.390883;28.182880;8.200159;-1.016647;0.024447;7.500000;0.000000
87.590862;28.288566;8.030380;-1.011159;0.030443;7.500000;0.000000
87.790841;28.395294;7.861231;-1.004471;0.036431;7.500000;0.000000
87.990820;28.503181;7.692900;-0.997374;0.032117;7.500000;0.000000
88.190799;28.612150;7.525258;-0.991703;0.024618;7.500000;0.000000
88.390778;28.721962;7.358125;-0.987529;0.017129;7.500000;0.000000
88.590757;28.832361;7.191347;-0.984851;0.009648;7.500000;0.000000
88.790737;28.943090;7.024770;-0.983669;0.002172;7.500000;0.000000
88.990716;29.053894;6.858237;-0.983982;-0.005302;7.500000;0.000000
89.190695;29.164515;6.691595;-0.985790;-0.012780;7.500000;0.000000
89.390674;29.274699;6.524690;-0.989094;-0.020264;7.500000;0.000000
89.590653;29.384187;6.357365;-0.993896;-0.027758;7.500000;0.000000
89.790632;29.492725;6.189467;-1.000195;-0.035262;7.500000;0.000000
89.990611;29.600143;6.020789;-1.007110;-0.031338;7.500000;0.000000
90.190590;29.706502;5.851442;-1.012655;-0.024114;7.500000;0.000000
90.390570;29.812037;5.681595;-1.016754;-0.016884;7.500000;0.000000
90.590549;29.916994;5.511398;-1.019407;-0.009650;7.500000;0.000000
90.790528;30.021623;5.340998;-1.020613;-0.002416;7.500000;0.000000
90.990507;30.126172;5.170545;-1.020373;0.004818;7.500000;0.000000
91.190486;30.230888;5.000187;-1.018686;0.012051;7.500000;0.000000
91.390465;30.336020;4.830073;-1.015553;0.019280;7.500000;0.000000
91.590444;30.441816;4.660351;-1.010975;0.026504;7.500000;0.000000
91.790424;30.548524;4.491171;-1.004952;0.033718;7.500000;0.000000
91.990403;30.656287;4.322760;-0.998345;0.030174;7.500000;0.000000
92.190382;30.765069;4.154993;-0.992941;0.023880;7.500000;0.000000
92.390361;30.874671;3.987717;-0.988794;0.017596;7.500000;0.000000
92.590340;30.984876;3.820804;-0.985903;0.011320;7.500000;0.000000
92.790319;31.095468;3.654128;-0.984265;0.005050;7.500000;0.000000
92.990298;31.206230;3.487562;-0.983882;-0.001219;7.500000;0.000000
93.190278;31.316945;3.320978;-0.984753;-0.007490;7.500000;0.000000
93.390257;31.427396;3.154249;-0.986879;-0.013766;7.500000;0.000000
93.590236;31.537367;2.987248;-0.990260;-0.020052;7.500000;0.000000
93.790215;31.646641;2.819849;-0.994897;-0.026350;7.500000;0.000000
93.990194;31.755124;2.651802;-1.000100;-0.023996;7.500000;0.000000
94.190173;31.862796;2.483242;-1.004456;-0.019564;7.500000;0.000000
94.390152;31.969791;2.314289;-1.007925;-0.015125;7.500000;0.000000
94.590131;32.076263;2.145031;-1.010505;-0.010680;7.500000;0.000000
94.790111;32.182366;1.975557;-1.012196;-0.006232;7.500000;0.000000
94.990090;32.288257;1.805954;-1.012997;-0.001783;7.500000;0.000000
95.190069;32.394088;1.636310;-1.012909;0.002667;7.500000;0.000000
95.390048;32.500016;1.466713;-1.011931;0.007114;7.500000;0.000000
95.590027;32.606195;1.297251;-1.010063;0.011559;7.500000;0.000000
95.790006;32.712780;1.128013;-1.007307;0.015998;7.500000;0.000000
95.989985;32.819827;0.959198;-1.004072;0.015530;7.500000;0.000000
96.189965;32.927400;0.790712;-1.001116;0.014053;7.500000;0.000000
96.389944;33.035464;0.622502;-0.998454;0.012577;7.500000;0.000000
96.589923;33.143966;0.454539;-0.996086;0.011104;7.500000;0.000000
96.789902;33.252854;0.286798;-0.994012;0.009633;7.500000;0.000000
96.989881;33.362076;0.119249;-0.992233;0.008164;7.500000;0.000000
97.189860;33.471580;-0.048133;-0.990747;0.006695;7.500000;0.000000
97.389839;33.581313;-0.215377;-0.989554;0.005228;7.500000;0.000000
97.589819;33.691224;-0.382510;-0.988655;0.003762;7.500000;0.000000
97.789798;33.801260;-0.549559;-0.988049;0.002296;7.500000;0.000000
97.989777;33.911375;-0.716563;-0.987746;0.000714;7.500000;0.000000
98.189756;34.021510;-0.883545;-0.987764;-0.000891;7.500000;0.000000
98.389735;34.131609;-1.050538;-0.988103;-0.002496;7.500000;0.000000
98.589714;34.241618;-1.217574;-0.988763;-0.004102;7.500000;0.000000
98.789693;34.351482;-1.384690;-0.989744;-0.005709;7.500000;0.000000
98.989672;34.461147;-1.551917;-0.991046;-0.007316;7.500000;0.000000
99.189652;34.570557;-1.719291;-0.992670;-0.008924;7.500000;0.000000
99.389631;34.679660;-1.886845;-0.994615;-0.010533;7.500000;0.000000
99.589610;34.788399;-2.054613;-0.996881;-0.012143;7.500000;0.000000
99.789589;34.896720;-2.222629;-0.999470;-0.013753;7.500000;0.000000
99.989568;35.004640;-2.391013;-1.002161;-0.012782;7.500000;0.000000
100.189547;35.112130;-2.559675;-1.004576;-0.011373;7.500000;0.000000
100.389526;35.219231;-2.728571;-1.006710;-0.009963;7.500000;0.000000
100.589506;35.325989;-2.897673;-1.008561;-0.008552;7.500000;0.000000
100.789485;35.432454;-3.066950;-1.010130;-0.007141;7.500000;0.000000
100.989464;35.538675;-3.236375;-1.011417;-0.005729;7.500000;0.000000
101.189443;35.644700;-3.405920;-1.012422;-0.004317;7.500000;0.000000
101.389422;35.750578;-3.575554;-1.013144;-0.002905;7.500000;0.000000
101.589401;35.856358;-3.745250;-1.013583;-0.001493;7.500000;0.000000
101.789380;35.962087;-3.914979;-1.013741;-0.000080;7.500000;0.000000
101.989360;36.067807;-4.084694;-1.013572;0.001824;7.500000;0.000000
102.189339;36.173590;-4.254371;-1.013010;0.003798;7.500000;0.000000
102.389318;36.279503;-4.423972;-1.012054;0.005772;7.500000;0.000000
102.589297;36.385615;-4.593454;-1.010702;0.007745;7.500000;0.000000
102.789276;36.491993;-4.762777;-1.008956;0.009718;7.500000;0.000000
102.989255;36.598703;-4.931900;-1.006815;0.011691;7.500000;0.000000
103.189234;36.705815;-5.100781;-1.004280;0.013662;7.500000;0.000000
103.389213;36.813394;-5.269380;-1.001351;0.015632;7.500000;0.000000
103.589193;36.921508;-5.437655;-0.998028;0.017600;7.500000;0.000000
103.789172;37.030224;-5.605565;-0.994310;0.019566;7.500000;0.000000
103.989151;37.139524;-5.772985;-0.990642;0.016607;7.500000;0.000000
104.189130;37.249385;-5.940049;-0.987675;0.013069;7.500000;0.000000
104.389109;37.359693;-6.106843;-0.985416;0.009534;7.500000;0.000000
104.589088;37.470328;-6.273439;-0.983862;0.006002;7.500000;0.000000
104.789067;37.581169;-6.439912;-0.983015;0.002471;7.500000;0.000000
104.989047;37.692095;-6.606334;-0.982873;-0.001058;7.500000;0.000000
105.189026;37.802986;-6.772780;-0.983438;-0.004589;7.500000;0.000000
105.389005;37.913721;-6.939322;-0.984709;-0.008120;7.500000;0.000000
105.588984;38.024180;-7.106035;-0.986686;-0.011653;7.500000;0.000000
105.788963;38.134240;-7.272992;-0.989369;-0.015188;7.500000;0.000000
105.988942;38.243823;-7.440285;-0.992380;-0.014528;7.500000;0.000000
106.188921;38.352913;-7.607886;-0.995176;-0.013435;7.500000;0.000000
106.388901;38.461547;-7.775772;-0.997753;-0.012341;7.500000;0.000000
106.588880;38.569763;-7.943921;-1.000111;-0.011245;7.500000;0.000000
106.788859;38.677601;-8.112312;-1.002250;-0.010149;7.500000;0.000000
106.988838;38.785099;-8.280924;-1.004170;-0.009052;7.500000;0.000000
107.188817;38.892295;-8.449737;-1.005871;-0.007955;7.500000;0.000000
107.388796;38.999228;-8.618729;-1.007352;-0.006857;7.500000;0.000000
107.588775;39.105937;-8.787880;-1.008613;-0.005759;7.500000;0.000000
107.788754;39.212460;-8.957168;-1.009655;-0.004662;7.500000;0.000000
107.988734;39.318906;-9.126677;-1.010406;-0.002776;7.500000;0.000000
108.188713;39.425267;-9.296258;-1.010766;-0.000824;7.500000;0.000000
108.388692;39.531593;-9.465846;-1.010736;0.001129;7.500000;0.000000
108.588671;39.637941;-9.635384;-1.010314;0.003083;7.500000;0.000000
108.788650;39.744369;-9.804815;-1.009502;0.005041;7.500000;0.000000
108.988629;39.850932;-9.974084;-1.008297;0.007004;7.500000;0.000000
109.188608;39.957688;-10.143134;-1.006700;0.008973;7.500000;0.000000
109.388588;40.064694;-10.311908;-1.004709;0.010950;7.500000;0.000000
109.588567;40.172006;-10.480350;-1.002324;0.012937;7.500000;0.000000
109.788546;40.279683;-10.648403;-0.999543;0.014934;7.500000;0.000000
109.988525;40.387676;-10.815894;-0.996744;0.012926;7.500000;0.000000
110.188504;40.496057;-10.983040;-0.994395;0.010649;7.500000;0.000000
110.388483;40.604801;-11.149969;-0.992502;0.008356;7.500000;0.000000
110.588462;40.713877;-11.316799;-0.991065;0.006055;7.500000;-0.080553
110.788442;40.823254;-11.483650;-0.990087;0.003754;7.497852;-0.396577
110.988421;40.932900;-11.650639;-0.989566;0.001462;7.487267;-0.704498
111.188400;41.042786;-11.817885;-0.989502;-0.000813;7.468427;-0.997690
111.388379;41.152879;-11.985506;-0.989891;-0.003062;7.441664;-1.279843
111.588358;41.263148;-12.153622;-0.990730;-0.005278;7.407191;-1.555865
111.788337;41.373563;-12.322350;-0.992014;-0.007452;7.365066;-1.831487
111.988316;41.484096;-12.491770;-0.993380;-0.005892;7.315168;-2.112840
112.188295;41.594626;-12.661630;-0.994403;-0.004210;7.257178;-2.400373
112.388275;41.705032;-12.831617;-0.995089;-0.002557;7.190729;-2.700138
112.588254;41.815194;-13.001420;-0.995439;-0.000909;7.115240;-3.018579
112.788233;41.924990;-13.170727;-0.995455;0.000759;7.029889;-3.362095
112.988212;42.034298;-13.339226;-0.995132;0.002471;6.933588;-3.714287
113.188191;42.142999;-13.506606;-0.994462;0.004255;6.825619;-4.073270
113.388170;42.250969;-13.672555;-0.993436;0.006139;6.705217;-4.436648
113.588149;42.358090;-13.836761;-0.992037;0.008158;6.571565;-4.800223
113.788129;42.464238;-13.998913;-0.990247;0.010351;6.423829;-5.155022
113.988108;42.569419;-14.159078;-0.989732;-0.005717;6.261293;-5.479460
114.188087;42.673646;-14.318169;-0.992446;-0.022838;6.083768;-5.807809
114.388066;42.777061;-14.477524;-0.998381;-0.039479;5.889766;-5.620215
114.588045;42.879811;-14.638484;-1.007405;-0.054703;5.695744;-5.432560
114.788024;42.982041;-14.802392;-1.019273;-0.067701;5.501700;-5.076351
114.988003;43.083898;-14.970591;-1.033640;-0.077890;5.313979;-4.502829
115.187982;43.185526;-15.144422;-1.050092;-0.084963;5.141734;-3.998036
115.387962;43.287073;-15.325228;-1.068174;-0.088893;4.983812;-3.578451
115.587941;43.388683;-15.514351;-1.087417;-0.089901;4.838093;-3.218277
115.787920;43.490503;-15.713133;-1.107369;-0.088393;4.703187;-2.902987
115.987899;43.598008;-15.934524;-1.130712;-0.102749;4.578089;-2.623275
116.187878;43.701557;-16.162521;-1.159287;-0.127568;4.462028;-2.372672
116.387857;43.796647;-16.391097;-1.195534;-0.168990;4.354392;-2.146415
116.587836;43.878832;-16.614328;-1.243347;-0.240354;4.254674;-1.940846
116.787816;43.943661;-16.826293;-1.309399;-0.371400;4.162450;-1.709254
116.987795;43.986688;-17.021070;-1.405961;-0.633855;4.079505;-1.369489
117.187774;44.003463;-17.192736;-1.557099;-1.211405;4.011811;-1.054307
117.387753;43.989537;-17.335369;4.473221;-2.516823;3.958907;-0.762243
117.587732;43.940464;-17.443047;4.054815;-4.532869;3.920214;-0.486881
117.787711;43.855118;-17.508899;3.557571;-3.830873;3.895298;-0.221691
117.987690;43.736558;-17.536321;3.219678;-1.906932;3.883900;0.040003
118.187670;43.588223;-17.531376;3.020495;-0.934823;3.885959;0.305071
118.387649;43.415056;-17.498461;2.899419;-0.504746;3.901627;0.577553
118.587628;43.222002;-17.441969;2.821195;-0.299922;3.931119;0.864882
118.787607;43.014005;-17.366298;2.768086;-0.191834;3.974872;1.175516
118.987586;42.796009;-17.275840;2.730908;-0.128821;4.033580;1.519147
119.187565;42.572958;-17.174993;2.704684;-0.088165;4.108207;1.893275
119.387544;42.349797;-17.068150;2.686681;-0.058535;4.199356;2.296356
119.587523;42.131469;-16.959708;2.675535;-0.032975;4.307324;2.732346
119.787503;41.924013;-16.854506;2.669019;-0.030415;4.432366;3.206361
119.987482;41.727484;-16.753124;2.661328;-0.039358;4.574743;3.720502
120.187461;41.540024;-16.654392;2.651983;-0.049003;4.734588;4.266305
120.387440;41.360429;-16.557455;2.640980;-0.058879;4.911483;4.858768
120.587419;41.187498;-16.461461;2.628388;-0.068366;5.105484;5.047537
120.787398;41.020027;-16.365555;2.614364;-0.076751;5.299507;5.236368
120.987377;40.856813;-16.268885;2.599149;-0.083322;5.493551;5.244915
121.187357;40.696653;-16.170597;2.583059;-0.087486;5.681272;4.967540
121.387336;40.538345;-16.069838;2.566467;-0.088877;5.853517;4.684836
121.587315;40.380685;-15.965754;2.549770;-0.087422;6.011439;4.433429
121.787294;40.222320;-15.857368;2.532968;-0.089244;6.157157;4.199126
121.987273;40.063365;-15.744495;2.515136;-0.093778;6.292063;3.975177
122.187252;39.904559;-15.627272;2.496126;-0.098931;6.417162;3.757963
122.387231;39.746537;-15.505762;2.475835;-0.104760;6.533222;3.545405
122.587211;39.589934;-15.380029;2.454148;-0.111332;6.640859;3.336264
122.787190;39.435385;-15.250138;2.430939;-0.118722;6.740577;3.129791
122.987169;39.283526;-15.116153;2.406072;-0.127009;6.832800;2.925537
123.187148;39.134991;-14.978139;2.379396;-0.136281;6.917893;2.723246
123.387127;38.990417;-14.836158;2.350751;-0.146625;6.996173;2.522790
123.587106;38.850437;-14.690277;2.319964;-0.158128;7.067917;2.324124
123.787085;38.715772;-14.540770;2.288451;-0.149135;7.133372;2.127261
123.987064;38.586103;-14.387847;2.260328;-0.131263;7.192761;1.932253
124.187044;38.460744;-14.231875;2.235901;-0.112781;7.246284;1.739182
124.387023;38.339071;-14.073295;2.215238;-0.093928;7.294123;1.548144
124.587002;38.220459;-13.912546;2.198374;-0.074877;7.336445;1.359251
124.786981;38.104284;-13.750068;2.185328;-0.055740;7.373403;1.172622
124.986960;37.989921;-13.586301;2.176108;-0.036582;7.405138;0.988380
125.186939;37.876744;-13.421684;2.170713;-0.017432;7.431782;0.806651
125.386918;37.764131;-13.256657;2.169142;0.001705;7.453456;0.627564
125.586898;37.651455;-13.091660;2.171394;0.020839;7.470275;0.464870
125.786877;37.538090;-12.927017;2.176178;0.022401;7.482709;0.322381
125.986856;37.423969;-12.762849;2.180186;0.017684;7.491320;0.200803
126.186835;37.309263;-12.599080;2.183250;0.012967;7.496679;0.100928
126.386814;37.194127;-12.435599;2.185371;0.008251;7.499370;0.023612
126.586793;37.078714;-12.272298;2.186550;0.003536;7.500000;0.000000
126.786772;36.963179;-12.109069;2.186786;-0.001178;7.500000;0.000000
126.986752;36.847674;-11.945803;2.186079;-0.005890;7.500000;0.000000
127.186731;36.732356;-11.782391;2.184430;-0.010600;7.500000;0.000000
127.386710;36.617377;-11.618725;2.181839;-0.015309;7.500000;0.000000
127.586689;36.502891;-11.454696;2.178306;-0.020016;7.500000;0.000000
127.786668;36.389084;-11.290279;2.174280;-0.018800;7.500000;0.000000
127.986647;36.275901;-11.125445;2.170834;-0.015677;7.500000;0.000000
128.186626;36.163226;-10.960243;2.168011;-0.012557;7.500000;0.000000
128.386605;36.050957;-10.794746;2.165811;-0.009438;7.500000;0.000000
128.586585;35.938996;-10.629030;2.164236;-0.006322;7.500000;0.000000
128.786564;35.827241;-10.463168;2.163283;-0.003206;7.500000;0.000000
128.986543;35.715592;-10.297233;2.162953;-0.000091;7.500000;0.000000
129.186522;35.603949;-10.131299;2.163247;0.003025;7.500000;0.000000
129.386501;35.492210;-9.965441;2.164163;0.006142;7.500000;0.000000
129.586480;35.380276;-9.799732;2.165703;0.009260;7.500000;0.000000
129.786459;35.268014;-9.634186;2.167705;0.010278;7.500000;0.000000
129.986439;35.155412;-9.468870;2.169800;0.010668;7.500000;0.000000
130.186418;35.042467;-9.303808;2.171973;0.011058;7.500000;0.000000
130.386397;34.929165;-9.139008;2.174223;0.011448;7.500000;0.000000
130.586376;34.815494;-8.974479;2.176552;0.011837;7.500000;0.000000
130.786355;34.701439;-8.810227;2.178958;0.012226;7.500000;0.000000
130.986334;34.586988;-8.646262;2.181441;0.012615;7.500000;0.000000
131.186313;34.472127;-8.482591;2.184002;0.013003;7.500000;0.000000
131.386293;34.356843;-8.319222;2.186641;0.013391;7.500000;0.000000
131.586272;34.241123;-8.156164;2.189357;0.013778;7.500000;0.000000
131.786251;34.124958;-7.993409;2.191921;0.011242;7.500000;0.000000
131.986230;34.008424;-7.830912;2.193837;0.007921;7.500000;0.000000
132.186209;33.891631;-7.668596;2.195089;0.004600;7.500000;0.000000
132.386188;33.774686;-7.506384;2.195677;0.001280;7.500000;0.000000
132.586167;33.657697;-7.344199;2.195601;-0.002040;7.500000;0.000000
132.786146;33.540772;-7.181963;2.194861;-0.005360;7.500000;0.000000
132.986126;33.424019;-7.019599;2.193457;-0.008679;7.500000;0.000000
133.186105;33.307546;-6.857029;2.191389;-0.011998;7.500000;0.000000
133.386084;33.191460;-6.694176;2.188658;-0.015317;7.500000;0.000000
133.586063;33.075870;-6.530963;2.185263;-0.018634;7.500000;0.000000
133.786042;32.960898;-6.367373;2.181621;-0.016799;7.500000;0.000000
133.986021;32.846478;-6.203399;2.178568;-0.013732;7.500000;0.000000
134.186000;32.732501;-6.039103;2.176129;-0.010665;7.500000;0.000000
134.385980;32.618869;-5.874554;2.174303;-0.007599;7.500000;0.000000
134.585959;32.505481;-5.709824;2.173090;-0.004535;7.500000;0.000000
134.785938;32.392238;-5.544985;2.172489;-0.001471;7.500000;0.000000
134.985917;32.279040;-5.380109;2.172501;0.001592;7.500000;0.000000
135.185896;32.165788;-5.215265;2.173126;0.004655;7.500000;0.000000
135.385875;32.052382;-5.050526;2.174363;0.007718;7.500000;0.000000
135.585854;31.938723;-4.885964;2.176213;0.010781;7.500000;0.000000
135.785834;31.824719;-4.721633;2.178388;0.010348;7.500000;0.000000
135.985813;31.710375;-4.557539;2.180339;0.009157;7.500000;0.000000
136.185792;31.595734;-4.393658;2.182051;0.007965;7.500000;0.000000
136.385771;31.480834;-4.229964;2.183525;0.006773;7.500000;0.000000
136.585750;31.365715;-4.066430;2.184760;0.005582;7.500000;0.000000
136.785729;31.250418;-3.903030;2.185757;0.004390;7.500000;0.000000
136.985708;31.134983;-3.739738;2.186516;0.003199;7.500000;0.000000
137.185687;31.019448;-3.576528;2.187037;0.002007;7.500000;0.000000
137.385667;30.903855;-3.413374;2.187319;0.000814;7.500000;0.000000
137.585646;30.788243;-3.250249;2.187362;-0.000378;7.500000;0.000000
137.785625;30.672606;-3.087069;2.187229;-0.000840;7.500000;0.000000
137.985604;30.556995;-2.923868;2.187028;-0.001161;7.500000;0.000000
138.185583;30.441429;-2.760649;2.186764;-0.001482;7.500000;0.000000
138.385562;30.325916;-2.597404;2.186436;-0.001802;7.500000;0.000000
138.585541;30.210467;-2.434123;2.186044;-0.002123;7.500000;0.000000
138.785521;30.095089;-2.270796;2.185587;-0.002443;7.500000;0.000000
138.985500;29.979793;-2.107416;2.185066;-0.002763;7.500000;0.000000
139.185479;29.864587;-1.943972;2.184482;-0.003084;7.500000;0.000000
139.385458;29.749481;-1.780456;2.183833;-0.003404;7.500000;0.000000
139.585437;29.634484;-1.616857;2.183121;-0.003724;7.500000;0.000000
139.785416;29.519597;-1.453166;2.182439;-0.002929;7.500000;0.000000
139.985395;29.404802;-1.289403;2.181952;-0.001950;7.500000;0.000000
140.185375;29.290070;-1.125593;2.181660;-0.000970;7.500000;0.000000
140.385354;29.175369;-0.961760;2.181563;0.000009;7.500000;0.000000
140.585333;29.060670;-0.797929;2.181663;0.000989;7.500000;0.000000
140.785312;28.945940;-0.634125;2.181959;0.001968;7.500000;0.000000
140.985291;28.831150;-0.470371;2.182450;0.002948;7.500000;0.000000
141.185270;28.716269;-0.306693;2.183138;0.003928;7.500000;0.000000
141.385249;28.601265;-0.143114;2.184022;0.004909;7.500000;0.000000
141.585228;28.486109;0.020340;2.185101;0.005890;7.500000;0.000000
141.785208;28.370799;0.183626;2.186167;0.004478;7.500000;0.000000
141.985187;28.255350;0.346799;2.186887;0.002731;7.500000;0.000000
142.185166;28.139810;0.509911;2.187259;0.000984;7.500000;0.000000
142.385145;28.024232;0.673010;2.187281;-0.000763;7.500000;0.000000
142.585124;27.908665;0.836144;2.186954;-0.002509;7.500000;-0.128339
142.785103;27.793162;0.999362;2.186278;-0.004253;7.496577;-0.436430
142.985082;27.677775;1.162711;2.185253;-0.005994;7.484926;-0.730671
143.185062;27.562554;1.326241;2.183880;-0.007732;7.465379;-1.012434
143.385041;27.447551;1.489998;2.182159;-0.009466;7.438209;-1.283327
143.585020;27.332817;1.654032;2.180091;-0.011195;7.403625;-1.545234
143.784999;27.218462;1.818293;2.177809;-0.011461;7.361769;-1.800358
143.984978;27.104461;1.982851;2.175504;-0.011565;7.312699;-2.051289
144.184957;26.990828;2.147690;2.173178;-0.011676;7.256386;-2.301082
144.384936;26.877587;2.312784;2.170828;-0.011795;7.192691;-2.553363
144.584916;26.764762;2.478110;2.168455;-0.011921;7.121346;-2.790085
144.784895;26.652374;2.643640;2.166057;-0.012056;7.042560;-3.008292
144.984874;26.540447;2.809351;2.163632;-0.012199;6.956613;-3.205450
145.184853;26.429003;2.975217;2.161179;-0.012351;6.863848;-3.377732
145.384832;26.318066;3.141212;2.158697;-0.012511;6.764722;-3.519982
145.584811;26.207658;3.307311;2.156185;-0.012681;6.659851;-3.625748
145.784790;26.097752;3.473425;2.154913;0.001216;6.550074;-3.687682
145.984769;25.987893;3.639382;2.156684;0.016583;6.436501;-3.698828
146.184749;25.877516;3.804931;2.161512;0.031936;6.320536;-3.655561
146.384728;25.766061;3.969818;2.169389;0.047200;6.203797;-3.589113
146.584707;25.652966;4.133790;2.180298;0.062285;6.087003;-3.522569
146.784686;25.537669;4.296592;2.194205;0.077084;5.970153;-3.378039
146.984665;25.419610;4.457971;2.211066;0.091470;5.855907;-3.178023
147.184644;25.298226;4.617672;2.230812;0.105292;5.746353;-2.941386
147.384623;25.172957;4.775443;2.253358;0.118377;5.643061;-2.681273
147.584603;25.043241;4.931028;2.278587;0.130532;5.547228;-2.436185
147.784582;24.905351;5.087515;2.308685;0.159907;5.458697;-2.209887
147.984561;24.761888;5.239733;2.345719;0.195045;5.377128;-1.999953
148.184540;24.613154;5.385179;2.390448;0.236124;5.302227;-1.804360
148.384519;24.459174;5.521669;2.443888;0.284726;5.233731;-1.621393
148.584498;24.299971;5.647023;2.507238;0.342161;5.171407;-1.449578
148.784477;24.135569;5.759058;2.581796;0.408925;5.115045;-1.200922
148.984457;23.965993;5.855593;2.668785;0.483724;5.067875;-0.842219
149.184436;23.791266;5.934447;2.769046;0.562095;5.034532;-0.502769
149.384415;23.611414;5.993437;2.882581;0.635141;5.014521;-0.177844
149.584394;23.427473;6.030250;3.006897;0.664471;5.007424;0.137040
149.784373;23.243446;6.044367;3.119872;0.557625;5.012894;0.446264
149.984352;23.055381;6.039234;3.214466;0.448885;5.030665;0.754254
